video,vidFrame,totalFramesOnDetection,class,score,ymin,xmin,ymax,xmax
AI1 Potholes 024.MP4,73.0,56816.0,pothole,0.5468631,0.5092226,0.61806244,0.5812237,0.72034484
AI1 Potholes 024.MP4,97.0,56840.0,pothole,0.59161687,0.48699582,0.6552075,0.5700216,0.7552154
AI1 Potholes 024.MP4,121.0,56864.0,pothole,0.6035065,0.37859386,0.6428139,0.44596088,0.742205
AI1 Potholes 024.MP4,133.0,56876.0,pothole,0.5250896,0.39228058,0.6227308,0.46308994,0.7199988
AI1 Potholes 024.MP4,157.0,56900.0,pothole,0.51622,0.40683842,0.6495753,0.48586613,0.74648505
AI1 Potholes 024.MP4,169.0,56912.0,pothole,0.5043808,0.42892933,0.6587375,0.50343627,0.75481766
AI1 Potholes 024.MP4,181.0,56924.0,pothole,0.57551014,0.4352726,0.66880494,0.5081835,0.7605229
AI1 Potholes 024.MP4,241.0,56984.0,pothole,0.5957544,0.46337295,0.69369036,0.55643606,0.78585154
AI1 Potholes 024.MP4,277.0,57020.0,pothole,0.5611206,0.49039838,0.71049154,0.58829767,0.81027794
AI1 Potholes 024.MP4,313.0,57056.0,pothole,0.5994924,0.050677657,0.67585325,0.34500244,1.0
AI1 Potholes 024.MP4,313.0,57056.0,pothole,0.520485,0.50844,0.7115309,0.5952481,0.8175899
AI1 Potholes 024.MP4,409.0,57152.0,pothole,0.58850724,0.25936896,0.6924437,0.39909917,0.95214534
AI1 Potholes 024.MP4,673.0,57416.0,pothole,0.5240421,0.046133697,0.5704667,0.106953174,0.67304724
AI1 Potholes 024.MP4,685.0,57428.0,pothole,0.72705305,0.076320864,0.46624184,0.14946342,0.5953785
AI1 Potholes 024.MP4,685.0,57428.0,pothole,0.61210656,0.07026863,0.45174456,0.9579052,1.0
AI1 Potholes 024.MP4,697.0,57440.0,pothole,0.79280597,0.095296696,0.3821029,0.18174185,0.53000087
AI1 Potholes 024.MP4,697.0,57440.0,pothole,0.6573756,0.117976815,0.17360908,0.98406506,1.0
AI1 Potholes 024.MP4,709.0,57452.0,pothole,0.8078844,0.12028356,0.31385237,0.21480946,0.4720779
AI1 Potholes 024.MP4,721.0,57464.0,pothole,0.8714796,0.16224098,0.23767245,0.2721418,0.41123444
AI1 Potholes 024.MP4,721.0,57464.0,pothole,0.51732206,0.24515212,0.04584664,0.95647466,0.9552172
AI1 Potholes 024.MP4,733.0,57476.0,pothole,0.7261659,0.23577929,0.08262598,0.3763168,0.2967801
AI1 Potholes 024.MP4,733.0,57476.0,pothole,0.60204417,0.4834394,0.6825067,0.56352204,0.78238523
AI1 Potholes 024.MP4,757.0,57500.0,pothole,0.5824239,0.07942213,0.6532512,0.18280299,0.816602
AI1 Potholes 024.MP4,769.0,57512.0,pothole,0.5734255,0.21605624,0.44975585,0.3608945,0.6331461
AI1 Potholes 024.MP4,769.0,57512.0,pothole,0.54340756,0.46049392,0.6933904,0.5542971,0.785876
AI1 Potholes 024.MP4,829.0,57572.0,pothole,0.5573496,0.42565352,0.6727809,0.51056844,0.7802007
AI1 Potholes 024.MP4,853.0,57596.0,pothole,0.573691,0.41645825,0.666777,0.50947416,0.76746917
AI1 Potholes 024.MP4,865.0,57608.0,pothole,0.54449224,0.42914698,0.6634899,0.5060357,0.77227575
AI1 Potholes 025.MP4,193.0,57829.0,pothole,0.50710964,0.2559884,0.65318966,0.323581,0.8260683
AI1 Potholes 026.MP4,1.0,58389.0,pothole,0.59178203,0.41765684,0.6090589,0.4786002,0.70359474
AI1 Potholes 026.MP4,13.0,58401.0,pothole,0.570999,0.41593373,0.62892807,0.4830259,0.7323103
AI1 Potholes 026.MP4,18.0,58406.0,pothole,0.5333465,0.41557688,0.6394658,0.48194617,0.739632
AI1 Potholes 026.MP4,18.0,58406.0,pothole,0.5333465,0.41557688,0.6394658,0.48194617,0.739632
AI1 Potholes 026.MP4,49.0,58437.0,pothole,0.5289407,0.4013714,0.6736486,0.47531387,0.77775526
AI1 Potholes 026.MP4,61.0,58449.0,pothole,0.5253725,0.39730042,0.67883736,0.47450477,0.77453154
AI1 Potholes 026.MP4,73.0,58461.0,pothole,0.563873,0.40252936,0.6662652,0.4767909,0.7671227
AI1 Potholes 026.MP4,97.0,58485.0,pothole,0.5728149,0.40479988,0.63361776,0.47781974,0.74033463
AI1 Potholes 026.MP4,109.0,58497.0,pothole,0.5007333,0.40415642,0.62456167,0.4763355,0.7274653
AI1 Potholes 026.MP4,121.0,58509.0,pothole,0.61188054,0.40284494,0.619593,0.4746565,0.72628915
AI1 Potholes 026.MP4,133.0,58521.0,pothole,0.554905,0.4031566,0.61862993,0.47405902,0.7246015
AI1 Potholes 026.MP4,145.0,58533.0,pothole,0.5224511,0.40344793,0.6194694,0.47390872,0.7238867
AI1 Potholes 026.MP4,157.0,58545.0,pothole,0.56156194,0.40192547,0.62062615,0.4743553,0.7253631
AI1 Potholes 026.MP4,169.0,58557.0,pothole,0.60306257,0.40262583,0.6166835,0.47375128,0.72279835
AI1 Potholes 026.MP4,181.0,58569.0,pothole,0.6168654,0.40296274,0.6176355,0.47619802,0.7238846
AI1 Potholes 026.MP4,193.0,58581.0,pothole,0.5255813,0.40396184,0.625466,0.475235,0.728976
AI1 Potholes 026.MP4,205.0,58593.0,pothole,0.51731366,0.4034811,0.6255536,0.47525647,0.72877383
AI1 Potholes 026.MP4,217.0,58605.0,pothole,0.5593294,0.40223944,0.62286806,0.47477758,0.72621536
AI1 Potholes 026.MP4,229.0,58617.0,pothole,0.5659943,0.4021452,0.6219847,0.47422987,0.72566354
AI1 Potholes 026.MP4,253.0,58641.0,pothole,0.5568551,0.4114882,0.6535515,0.49664602,0.7500512
AI1 Potholes 026.MP4,265.0,58653.0,pothole,0.5825693,0.4349149,0.6795877,0.5097404,0.7885884
AI1 Potholes 026.MP4,325.0,58713.0,pothole,0.5067913,0.42802262,0.675546,0.5022375,0.784576
AI1 Potholes 026.MP4,349.0,58737.0,pothole,0.54933476,0.40881413,0.67540747,0.4991799,0.7799944
AI1 Potholes 026.MP4,361.0,58749.0,pothole,0.5009949,0.40902603,0.6785349,0.48659992,0.7881841
AI1 Potholes 026.MP4,397.0,58785.0,pothole,0.5061132,0.39811096,0.6817862,0.48001632,0.7892697
AI1 Potholes 026.MP4,409.0,58797.0,pothole,0.5784908,0.3940455,0.68478006,0.47721174,0.79147524
AI1 Potholes 026.MP4,421.0,58809.0,pothole,0.63977116,0.39226264,0.6912712,0.48013377,0.79360676
AI1 Potholes 026.MP4,433.0,58821.0,pothole,0.62741596,0.39380425,0.68711936,0.47885835,0.7898134
AI1 Potholes 026.MP4,445.0,58833.0,pothole,0.59566516,0.39079493,0.6875689,0.47711033,0.7910491
AI1 Potholes 026.MP4,457.0,58845.0,pothole,0.6070644,0.3905189,0.69099504,0.47497523,0.79200894
AI1 Potholes 026.MP4,493.0,58881.0,pothole,0.5652674,0.3907106,0.682303,0.47761744,0.79019505
AI1 Potholes 027.MP4,1.0,58892.0,pothole,0.5406458,0.32087523,0.671764,0.40574145,0.77132225
AI1 Potholes 027.MP4,18.0,58909.0,pothole,0.5778484,0.29507113,0.6923589,0.37454975,0.79186386
AI1 Potholes 027.MP4,18.0,58909.0,pothole,0.5778484,0.29507113,0.6923589,0.37454975,0.79186386
AI1 Potholes 027.MP4,49.0,58940.0,pothole,0.5732051,0.29828632,0.66388834,0.36112183,0.7634554
AI1 Potholes 027.MP4,61.0,58952.0,pothole,0.56347746,0.3073223,0.6616949,0.37117592,0.7626765
AI1 Potholes 027.MP4,73.0,58964.0,pothole,0.57715845,0.32403806,0.667362,0.40036455,0.76494
AI1 Potholes 027.MP4,85.0,58976.0,pothole,0.5133919,0.3308915,0.68068254,0.3978697,0.788656
AI1 Potholes 027.MP4,97.0,58988.0,pothole,0.51767975,0.3445196,0.68516743,0.424112,0.7868409
AI1 Potholes 027.MP4,109.0,59000.0,pothole,0.6428256,0.35289335,0.6854033,0.43539625,0.7956719
AI1 Potholes 027.MP4,121.0,59012.0,pothole,0.69581133,0.35987934,0.68720615,0.44735536,0.7947283
AI1 Potholes 027.MP4,133.0,59024.0,pothole,0.5709192,0.37626538,0.6907926,0.4385279,0.7963472
AI1 Potholes 027.MP4,181.0,59072.0,pothole,0.61981726,0.3995038,0.7047241,0.48328236,0.80757177
AI1 Potholes 027.MP4,193.0,59084.0,pothole,0.5872721,0.4037388,0.7137638,0.48519135,0.81729764
AI1 Potholes 027.MP4,205.0,59096.0,pothole,0.6384813,0.41437495,0.7137147,0.5038008,0.8137027
AI1 Potholes 029.MP4,121.0,60009.0,pothole,0.66252255,0.00065903366,0.46019185,0.19808139,0.78552794
AI1 Potholes 029.MP4,145.0,60033.0,pothole,0.6398861,0.12146033,0.31536645,0.519474,0.66740614
AI1 Potholes 029.MP4,253.0,60141.0,pothole,0.5068366,0.5776776,0.50595963,0.67306435,0.6261457
AI1 Potholes 030.MP4,13.0,60172.0,pothole,0.74650276,0.8633282,0.0817243,1.0,0.41888112
AI1 Potholes 031.MP4,1.0,60383.0,pothole,0.5325599,0.53191286,0.62790513,0.5973875,0.7350013
AI1 Potholes 032.MP4,97.0,60760.0,pothole,0.5389102,0.45343703,0.6022457,0.52805674,0.71381676
AI1 Potholes 032.MP4,109.0,60772.0,pothole,0.63585675,0.44219434,0.58475244,0.5278035,0.7086339
AI1 Potholes 032.MP4,121.0,60784.0,pothole,0.6225131,0.43559736,0.58462214,0.5175171,0.7017499
AI1 Potholes 032.MP4,133.0,60796.0,pothole,0.5583628,0.42828122,0.57843333,0.4994525,0.69193286
AI1 Potholes 032.MP4,145.0,60808.0,pothole,0.517827,0.41416478,0.5735703,0.48662955,0.6831339
AI1 Potholes 032.MP4,181.0,60844.0,pothole,0.57979107,0.30234644,0.57856417,0.37031683,0.6871983
AI1 Potholes 032.MP4,193.0,60856.0,pothole,0.6454253,0.2657793,0.5567069,0.32651058,0.65502334
AI1 Potholes 032.MP4,265.0,60928.0,pothole,0.573167,0.19433439,0.6347856,0.26152328,0.7292909
AI1 Potholes 032.MP4,277.0,60940.0,pothole,0.546357,0.2128011,0.64580464,0.27513045,0.74268246
AI1 Potholes 032.MP4,301.0,60964.0,pothole,0.5834861,0.26608053,0.6848041,0.33001766,0.779871
AI1 Potholes 032.MP4,313.0,60976.0,pothole,0.5183187,0.3086032,0.7103179,0.37075928,0.8079199
AI1 Potholes 032.MP4,325.0,60988.0,pothole,0.5281647,0.35625097,0.73702145,0.41865346,0.8381891
AI1 Potholes 032.MP4,373.0,61036.0,pothole,0.53452784,0.44145295,0.79954445,0.52127135,0.9020808
AI1 Potholes 032.MP4,385.0,61048.0,pothole,0.5347329,0.4418635,0.7982274,0.52117676,0.9017345
AI1 Potholes 032.MP4,469.0,61132.0,pothole,0.5431473,0.47256038,0.76408106,0.55081236,0.8610824
AI1 Potholes 032.MP4,481.0,61144.0,pothole,0.5151909,0.0070829913,0.7555367,0.096324995,0.8925797
AI1 Potholes 032.MP4,481.0,61144.0,pothole,0.5135298,0.49057084,0.75294226,0.58741397,0.847372
AI1 Potholes 032.MP4,505.0,61168.0,pothole,0.6570815,0.021419886,0.5580548,0.091902554,0.65008485
AI1 Potholes 032.MP4,673.0,61336.0,pothole,0.59746283,0.4854365,0.75975496,0.5674316,0.861162
AI1 Potholes 032.MP4,685.0,61348.0,pothole,0.5846793,0.48631418,0.76392055,0.56764495,0.8664845
AI1 Potholes 032.MP4,709.0,61372.0,pothole,0.5535053,0.4791828,0.77089906,0.5540331,0.87762225
AI1 Potholes 032.MP4,733.0,61396.0,pothole,0.5453718,0.47486138,0.7680664,0.5517274,0.87006986
AI1 Potholes 032.MP4,745.0,61408.0,pothole,0.5270297,0.47065374,0.77177083,0.551825,0.86757195
AI1 Potholes 032.MP4,757.0,61420.0,pothole,0.61155164,0.46880648,0.7668481,0.5489529,0.8641393
AI1 Potholes 032.MP4,769.0,61432.0,pothole,0.5867305,0.46482965,0.76981884,0.54619706,0.8672176
AI1 Potholes 032.MP4,781.0,61444.0,pothole,0.59970576,0.46118188,0.7687303,0.5404471,0.8675003
AI1 Potholes 032.MP4,793.0,61456.0,pothole,0.59096557,0.46137625,0.7650666,0.53656405,0.8657764
AI1 Potholes 032.MP4,805.0,61468.0,pothole,0.58647716,0.45860633,0.7677002,0.53998584,0.86979485
AI1 Potholes 032.MP4,817.0,61480.0,pothole,0.5519158,0.4572413,0.7699408,0.53743875,0.87480325
AI1 Potholes 032.MP4,829.0,61492.0,pothole,0.5827542,0.4568706,0.7663604,0.5331519,0.8701029
AI1 Potholes 032.MP4,841.0,61504.0,pothole,0.62199825,0.45777047,0.76363957,0.53454494,0.86787534
AI1 Potholes 032.MP4,853.0,61516.0,pothole,0.5797092,0.4578028,0.766692,0.53621566,0.87385195
AI1 Potholes 032.MP4,865.0,61528.0,pothole,0.6108482,0.45706248,0.7637317,0.5335917,0.86966574
AI1 Potholes 032.MP4,877.0,61540.0,pothole,0.5584032,0.45032036,0.7468457,0.5275997,0.8433013
AI1 Potholes 032.MP4,889.0,61552.0,pothole,0.60513455,0.44665915,0.74327487,0.5259538,0.8374756
AI1 Potholes 032.MP4,901.0,61564.0,pothole,0.5820664,0.4379341,0.7407718,0.5112472,0.83640647
AI1 Potholes 032.MP4,913.0,61576.0,pothole,0.51565135,0.4361085,0.73571634,0.5060779,0.8330203
AI1 Potholes 032.MP4,925.0,61588.0,pothole,0.5664795,0.43245167,0.7352424,0.5028518,0.83850914
AI1 Potholes 032.MP4,937.0,61600.0,pothole,0.57145333,0.4271478,0.7363382,0.49981433,0.83405083
AI1 Potholes 032.MP4,949.0,61612.0,pothole,0.58896565,0.41191065,0.73752475,0.47485024,0.8428006
AI1 Potholes 032.MP4,961.0,61624.0,pothole,0.62789655,0.38817313,0.7437236,0.45120016,0.849274
AI1 Potholes 032.MP4,973.0,61636.0,pothole,0.6027874,0.3648319,0.74771726,0.4282317,0.8510078
AI1 Potholes 032.MP4,985.0,61648.0,pothole,0.59584904,0.34803978,0.7593053,0.41088054,0.8686221
AI1 Potholes 032.MP4,997.0,61660.0,pothole,0.58974177,0.33202827,0.7610501,0.396021,0.87150097
AI1 Potholes 032.MP4,1009.0,61672.0,pothole,0.5850184,0.33055687,0.76129353,0.3932171,0.8712237
AI1 Potholes 032.MP4,1021.0,61684.0,pothole,0.5854277,0.31178692,0.7277006,0.37393436,0.8344233
AI1 Potholes 032.MP4,1033.0,61696.0,pothole,0.5568428,0.305223,0.7123989,0.36941528,0.8170227
AI1 Potholes 032.MP4,1045.0,61708.0,pothole,0.60058707,0.30598316,0.71090037,0.3728569,0.82019156
AI1 Potholes 032.MP4,1057.0,61720.0,pothole,0.60564053,0.31230745,0.7231182,0.3736575,0.82775676
AI1 Potholes 033.MP4,241.0,61961.0,pothole,0.5885449,0.10666035,0.57938826,0.19896914,0.74910975
AI1 Potholes 033.MP4,481.0,62201.0,pothole,0.66727394,0.5565567,0.6305751,1.0,1.0
AI1 Potholes 033.MP4,601.0,62321.0,pothole,0.50980216,0.0037865825,0.62878823,0.057734787,0.7623249
AI1 Potholes 034.MP4,97.0,62421.0,pothole,0.52583194,0.65379786,0.5828184,0.7949445,0.69381464
AI1 Potholes 034.MP4,133.0,62457.0,pothole,0.5380955,0.6672893,0.59234387,0.7721103,0.7067755
AI1 Potholes 034.MP4,145.0,62469.0,pothole,0.6098387,0.0893158,0.61150455,0.1941438,0.8310852
AI1 Potholes 034.MP4,157.0,62481.0,pothole,0.50155425,0.661039,0.5729754,0.80613875,0.70829093
AI1 Potholes 034.MP4,193.0,62517.0,pothole,0.5403628,0.6630257,0.5867284,0.7969406,0.7074973
AI1 Potholes 034.MP4,265.0,62589.0,pothole,0.5949042,0.6593134,0.5971649,0.76036054,0.7115802
AI1 Potholes 034.MP4,301.0,62625.0,pothole,0.57278335,0.23712623,0.44964793,0.38040376,0.7021961
AI1 Potholes 034.MP4,421.0,62745.0,pothole,0.5456791,0.63674927,0.5929594,0.7657275,0.71007824
AI1 Potholes 034.MP4,433.0,62757.0,pothole,0.5630754,0.6174881,0.5838401,0.7626284,0.7057591
AI1 Potholes 034.MP4,469.0,62793.0,pothole,0.64305174,0.040687025,0.60355306,0.093183234,0.6919228
AI1 Potholes 034.MP4,481.0,62805.0,pothole,0.5082188,0.0017101932,0.67574507,0.03717269,0.7667696
AI1 Potholes 034.MP4,565.0,62889.0,pothole,0.5222915,0.62520367,0.59473616,0.75594896,0.70590323
AI1 Potholes 034.MP4,589.0,62913.0,pothole,0.5717891,0.6276438,0.5915197,0.7559267,0.70416915
AI1 Potholes 034.MP4,601.0,62925.0,pothole,0.5397974,0.6326046,0.5826784,0.7548332,0.71074575
AI1 Potholes 034.MP4,613.0,62937.0,pothole,0.5792092,0.62705815,0.5836007,0.7469665,0.7062922
AI1 Potholes 034.MP4,625.0,62949.0,pothole,0.5437625,0.6213392,0.58283365,0.7516335,0.6988059
AI1 Potholes 034.MP4,637.0,62961.0,pothole,0.607001,0.6179932,0.57948697,0.7448726,0.7057127
AI1 Potholes 034.MP4,661.0,62985.0,pothole,0.63861376,0.6177031,0.5762272,0.7352544,0.70727324
AI1 Potholes 034.MP4,673.0,62997.0,pothole,0.6105001,0.6248135,0.5795649,0.7418845,0.70431805
AI1 Potholes 034.MP4,709.0,63033.0,pothole,0.53575087,0.62296253,0.58147895,0.7470197,0.70757174
AI1 Potholes 034.MP4,733.0,63057.0,pothole,0.535536,0.6160568,0.5810538,0.71923375,0.70202714
AI1 Potholes 034.MP4,745.0,63069.0,pothole,0.5847485,0.6157291,0.581263,0.7128813,0.68727607
AI1 Potholes 034.MP4,769.0,63093.0,pothole,0.5507093,0.6177211,0.5844106,0.7229831,0.7068687
AI1 Potholes 034.MP4,781.0,63105.0,pothole,0.5013816,0.6235751,0.5921233,0.7537962,0.7054506
AI1 Potholes 034.MP4,817.0,63141.0,pothole,0.55911,0.6079323,0.5977237,0.7115207,0.7066364
AI1 Potholes 034.MP4,829.0,63153.0,pothole,0.54417443,0.28091496,0.023413792,0.6197925,0.40622777
AI1 Potholes 034.MP4,853.0,63177.0,pothole,0.62914836,0.5868234,0.58985096,0.69232494,0.70448464
AI1 Potholes 034.MP4,865.0,63189.0,pothole,0.5929739,0.58453155,0.5827151,0.7033123,0.7047158
AI1 Potholes 034.MP4,889.0,63213.0,pothole,0.521481,0.5660199,0.5918403,0.67264247,0.7071256
AI1 Potholes 034.MP4,901.0,63225.0,pothole,0.64442855,0.5712216,0.5933264,0.6673876,0.71050996
AI1 Potholes 034.MP4,913.0,63237.0,pothole,0.5709377,0.5648489,0.59349465,0.6704432,0.7049681
AI1 Potholes 034.MP4,937.0,63261.0,pothole,0.656764,0.565915,0.5917195,0.6629112,0.70834196
AI1 Potholes 034.MP4,949.0,63273.0,pothole,0.57372373,0.5585772,0.5938022,0.6679177,0.7244407
AI1 Potholes 034.MP4,961.0,63285.0,pothole,0.683785,0.55816215,0.59431523,0.66279453,0.71182114
AI1 Potholes 034.MP4,1033.0,63357.0,pothole,0.56219536,0.5450427,0.6065519,0.6411255,0.7048389
AI1 Potholes 034.MP4,1057.0,63381.0,pothole,0.5582727,0.53935885,0.6021056,0.6472453,0.7093537
AI1 Potholes 034.MP4,1069.0,63393.0,pothole,0.54316837,0.52751696,0.600163,0.6384016,0.70713675
AI1 Potholes 034.MP4,1081.0,63405.0,pothole,0.53422636,0.5213512,0.59286654,0.61675644,0.7148813
AI1 Potholes 034.MP4,1129.0,63453.0,pothole,0.603501,0.48408282,0.5888852,0.6023195,0.7070756
AI1 Potholes 034.MP4,1141.0,63465.0,pothole,0.550255,0.48318803,0.5967835,0.6140704,0.707255
AI1 Potholes 034.MP4,1153.0,63477.0,pothole,0.55815923,0.47988907,0.5918847,0.62195385,0.7015858
AI1 Potholes 034.MP4,1177.0,63501.0,pothole,0.5505073,0.4921476,0.58885884,0.59595364,0.70765686
AI1 Potholes 034.MP4,1225.0,63549.0,pothole,0.51002663,0.50922334,0.5768815,0.6166862,0.69398606
AI1 Potholes 034.MP4,1261.0,63585.0,pothole,0.6704378,0.50991803,0.56888103,0.61458844,0.6870183
AI1 Potholes 034.MP4,1273.0,63597.0,pothole,0.63052374,0.51450443,0.55954343,0.6152029,0.6721906
AI1 Potholes 034.MP4,1285.0,63609.0,pothole,0.7073353,0.4987154,0.554441,0.5864682,0.6697273
AI1 Potholes 034.MP4,1297.0,63621.0,pothole,0.6497442,0.49843198,0.54632664,0.5877325,0.6642362
AI1 Potholes 034.MP4,1309.0,63633.0,pothole,0.63637626,0.49982163,0.5472494,0.5762624,0.65441936
AI1 Potholes 034.MP4,1321.0,63645.0,pothole,0.5985886,0.49490446,0.5405451,0.5847643,0.6548114
AI1 Potholes 034.MP4,1333.0,63657.0,pothole,0.660067,0.48560673,0.53858334,0.5711326,0.65720266
AI1 Potholes 034.MP4,1345.0,63669.0,pothole,0.66457343,0.47373736,0.5345211,0.5520042,0.6532352
AI1 Potholes 034.MP4,1381.0,63705.0,pothole,0.52517104,0.46317628,0.53625834,0.53434086,0.6360543
AI1 Potholes 034.MP4,1405.0,63729.0,pothole,0.65854985,0.46256885,0.5307423,0.5424685,0.6417706
AI1 Potholes 034.MP4,1417.0,63741.0,pothole,0.6329741,0.464871,0.5323922,0.5433243,0.6422197
AI1 Potholes 034.MP4,1441.0,63765.0,pothole,0.6089428,0.4610554,0.5329983,0.53663534,0.6513257
AI1 Potholes 034.MP4,1453.0,63777.0,pothole,0.63491327,0.46925685,0.5318943,0.55037254,0.64883506
AI1 Potholes 034.MP4,1465.0,63789.0,pothole,0.6637131,0.47305828,0.53331965,0.5528464,0.6502624
AI1 Potholes 034.MP4,1477.0,63801.0,pothole,0.64159155,0.4711397,0.5332548,0.5539021,0.64396673
AI1 Potholes 034.MP4,1501.0,63825.0,pothole,0.6461227,0.42376626,0.5279339,0.50272703,0.635336
AI1 Potholes 034.MP4,1513.0,63837.0,pothole,0.53902024,0.39236915,0.51628876,0.46336824,0.62678623
AI1 Potholes 034.MP4,1525.0,63849.0,pothole,0.6512918,0.35448524,0.5106293,0.41951534,0.6293491
AI1 Potholes 034.MP4,1537.0,63861.0,pothole,0.50413465,0.3162658,0.53156185,0.38675132,0.63419545
AI1 Potholes 034.MP4,1549.0,63873.0,pothole,0.6166103,0.27723816,0.5601147,0.34276298,0.6599973
AI1 Potholes 034.MP4,1561.0,63885.0,pothole,0.62425953,0.24538316,0.56029904,0.31506628,0.6584394
AI1 Potholes 034.MP4,1741.0,64065.0,pothole,0.5229815,0.37596413,0.8687934,0.46046224,0.987722
AI1 Potholes 034.MP4,1909.0,64233.0,pothole,0.5083094,0.42979744,0.8201013,0.5129756,0.9157533
AI1 Potholes 036.MP4,1.0,64681.0,pothole,0.55625093,0.24946956,0.2906203,0.36112505,0.39158812
AI1 Potholes 036.MP4,18.0,64698.0,pothole,0.57173944,0.47239804,0.7543482,0.9138062,0.98320824
AI1 Potholes 036.MP4,18.0,64698.0,pothole,0.57173944,0.47239804,0.7543482,0.9138062,0.98320824
AI1 Potholes 036.MP4,49.0,64729.0,pothole,0.504301,0.51520956,0.7157605,0.9428805,0.9682161
AI1 Potholes 036.MP4,61.0,64741.0,pothole,0.52556163,0.51614875,0.75545865,0.95096797,0.9878859
AI1 Potholes 036.MP4,541.0,65221.0,pothole,0.5051287,0.3413356,0.73905104,0.41298163,0.83338803
